2025-11	114.444
2025-10	114.65
2025-09	113.575
2025-08	113.134
2025-07	113.161
2025-06	112.551
2025-05	111.216
2025-04	110.786
2025-03	111.805
2025-02	113.596
2025-01	113.047
2024-12	108.92
2024-11	108.304
2024-10	106.616
2024-09	106.042
2024-08	106.758
2024-07	106.054
2024-06	108.012
2024-05	107.178
2024-04	106.295
2024-03	105.747
2024-02	103.426
2024-01	104.745
2023-12	101.376
2023-11	100.846
2023-10	102.309
2023-09	103.028
2023-08	102.618
2023-07	102.815
2023-06	102.744
2023-05	101.886
2023-04	102.225
2023-03	104.138
2023-02	106.287
2023-01	103.156
2022-12	107.68
2022-11	106.893
2022-10	110.79
2022-09	118.604
2022-08	125.137
2022-07	120.761
2022-06	117.695
2022-05	113.807
2022-04	114.653
2022-03	124.213
2022-02	113.252
2022-01	112.574
2021-12	112.736
2021-11	105.82
2021-10	107.963
2021-09	103.846
2021-08	100.308
2021-07	98.144
2021-06	98.903
2021-05	96.832
2021-04	96.478
2021-03	93.309
2021-02	90.314
2021-01	95.346
2020-12	91.448
2020-11	90.572
2020-10	89.625
2020-09	90.674
2020-08	89.936
2020-07	89.69
2020-06	89.206
2020-05	87.722
2020-04	87.674
2020-03	89.481
2020-02	91.276
2020-01	92.416
2019-12	91.509
2019-11	92.563
2019-10	92.973
2019-09	92
2019-08	92.469
2019-07	93.358
2019-06	92.752
2019-05	93.329
2019-04	93.84
2019-03	94.008
2019-02	94.765
2019-01	95.808
2018-12	96.354
2018-11	96.486
2018-10	96.717
2018-09	96.621
2018-08	95.587
2018-07	94.976
2018-06	94.134
2018-05	93.635
2018-04	91.994
2018-03	92.071
2018-02	93.881
2018-01	93.52
2017-12	94.026
2017-11	93.882
2017-10	93.039
2017-09	91.762
2017-08	91.685
2017-07	91.569
2017-06	91.782
2017-05	91.525
2017-04	91.292
2017-03	91.184
2017-02	92.601
2017-01	95.455
2016-12	92.824
2016-11	91.625
2016-10	91.018
2016-09	89.15
2016-08	88.736
2016-07	88.761
2016-06	88.627
2016-05	86.827
2016-04	86.647
2016-03	87.385
2016-02	87.45
2016-01	88.877
2015-12	92.063
2015-11	91.988
2015-10	91.41
2015-09	91.755
2015-08	92.855
2015-07	94.075
2015-06	93.782
2015-05	92.895
2015-04	93.317
2015-03	93.255
2015-02	93.284
2015-01	94.525
2014-12	94.267
2014-11	94.441
2014-10	95.705
2014-09	96.016
2014-08	94.665
2014-07	94.148
2014-06	94.623
2014-05	95.143
2014-04	95.087
2014-03	95.122
2014-02	95.076
2014-01	94.92
2013-12	94.472
2013-11	94.408
2013-10	94.483
2013-09	93.938
2013-08	93.811
2013-07	93.05
2013-06	92.716
2013-05	92.648
2013-04	92.721
2013-03	94.17
2013-02	94.04
2013-01	93.848
2012-12	94.479
2012-11	94.541
2012-10	94.676
2012-09	95.269
2012-08	94.052
2012-07	93.751
2012-06	92.346
2012-05	92.523
2012-04	92.284
2012-03	90.27
2012-02	90.053
2012-01	89.895
2011-12	89.431
2011-11	89.367
2011-10	89.221
2011-09	88.83
2011-08	88.752
2011-07	88.919
2011-06	87.99
2011-05	88.057
2011-04	88.167
2011-03	87.551
2011-02	87.194
2011-01	86.921
2010-12	84.553
2010-11	84.279
2010-10	83.966
2010-09	82.841
2010-08	82.727
2010-07	82.815
2010-06	81.768
2010-05	81.845
2010-04	81.613
2010-03	81.026
2010-02	80.705
2010-01	80.636
2009-12	79.981
2009-11	79.944
2009-10	79.673
2009-09	79.533
2009-08	79.626
2009-07	79.438
2009-06	79.192
2009-05	78.876
2009-04	78.922
2009-03	80.082
2009-02	80.047
2009-01	79.717
2008-12	79.34
2008-11	79.725
2008-10	79.878
2008-09	79.785
2008-08	79.803
2008-07	80.043
2008-06	78.696
2008-05	78.218
2008-04	77.688
2008-03	76.977
2008-02	76.433
2008-01	76.198
2007-12	74.905
2007-11	74.809
2007-10	74.406
2007-09	73.914
2007-08	73.937
2007-07	73.849
2007-06	73.596
2007-05	73.406
2007-04	73.27
2007-03	73.021
2007-02	72.576
2007-01	72.336
2006-12	71.496
2006-11	71.421
2006-10	71.385
2006-09	71.622
2006-08	71.689
2006-07	71.617
2006-06	71.37
2006-05	71.293
2006-04	71.031
2006-03	70.283
2006-02	69.928
2006-01	69.637
2005-12	68.128
2005-11	68.207
2005-10	68.08
2005-09	67.67
2005-08	67.375
2005-07	67.082
2005-06	66.523
2005-05	66.297
2005-04	66.28
2005-03	65.378
2005-02	64.877
2005-01	64.618
2004-12	64.277
2004-11	64.368
2004-10	64.34
2004-09	63.792
2004-08	63.641
2004-07	63.413
2004-06	63.206
2004-05	63.073
2004-04	62.861
2004-03	62.625
2004-02	62.321
2004-01	62.157
2003-12	61.729
2003-11	61.702
2003-10	61.532
2003-09	61.359
2003-08	61.283
2003-07	61.157
2003-06	61.098
2003-05	61.021
2003-04	61.147
2003-03	61.123
2003-02	60.749
2003-01	60.487
2002-12	60.022
2002-11	59.916
2002-10	59.927
2002-09	59.863
2002-08	59.696
2002-07	59.607
2002-06	59.47
2002-05	59.324
2002-04	59.223
2002-03	59.041
2002-02	58.888
2002-01	58.763
