2025-11	114.872
2025-10	110.503
2025-09	102.14
2025-08	99.679
2025-07	100.675
2025-06	110.936
2025-05	111.877
2025-04	109.174
2025-03	101.829
2025-02	99.363
2025-01	100.922
2024-12	113.662
2024-11	114.52
2024-10	109.916
2024-09	101.322
2024-08	98.972
2024-07	99.829
2024-06	110.405
2024-05	111.309
2024-04	108.812
2024-03	101.6
2024-02	99.217
2024-01	101.067
2023-12	113.15
2023-11	114.238
2023-10	109.614
2023-09	100.897
2023-08	98.313
2023-07	98.918
2023-06	109.585
2023-05	110.465
2023-04	107.954
2023-03	100.44
2023-02	97.357
2023-01	98.595
2022-12	111.381
2022-11	111.761
2022-10	108.164
2022-09	99.711
2022-08	96.232
2022-07	96.84
2022-06	107.796
2022-05	108.442
2022-04	105.585
2022-03	97.291
2022-02	93.722
2022-01	95.143
2021-12	109.391
2021-11	111.726
2021-10	106.683
2021-09	95.998
2021-08	91.143
2021-07	92.189
2021-06	105.264
2021-05	106.65
2021-04	104.254
2021-03	94.495
2021-02	90.482
2021-01	91.726
2020-12	108.284
2020-11	110.657
2020-10	105.562
2020-09	94.982
2020-08	90.144
2020-07	91.262
2020-06	104.26
2020-05	105.59
2020-04	103.159
2020-03	93.512
2020-02	89.583
2020-01	90.905
2019-12	107.348
2019-11	109.646
2019-10	104.555
2019-09	94.045
2019-08	89.215
2019-07	90.319
2019-06	103.318
2019-05	104.632
2019-04	102.164
2019-03	92.49
2019-02	88.591
2019-01	89.957
2018-12	106.36
2018-11	108.566
2018-10	103.457
2018-09	93.112
2018-08	88.42
2018-07	89.517
2018-06	102.414
2018-05	103.676
2018-04	101.096
2018-03	91.679
2018-02	87.858
2018-01	89.23
2017-12	105.375
2017-11	107.568
2017-10	102.406
2017-09	92.213
2017-08	87.611
2017-07	88.672
2017-06	101.49
2017-05	102.698
2017-04	100.257
2017-03	91.013
2017-02	87.366
2017-01	88.806
2016-12	104.884
2016-11	107.132
2016-10	101.913
2016-09	91.653
2016-08	87.209
2016-07	88.323
2016-06	101.335
2016-05	102.544
2016-04	99.927
2016-03	90.317
2016-02	86.629
2016-01	88.056
2015-12	103.993
2015-11	106.155
2015-10	101.023
2015-09	90.95
2015-08	86.643
2015-07	87.77
2015-06	100.795
2015-05	101.994
2015-04	99.453
2015-03	89.938
2015-02	86.243
2015-01	87.723
2014-12	103.425
2014-11	105.568
2014-10	100.453
2014-09	90.501
2014-08	86.237
2014-07	87.344
2014-06	100.324
2014-05	101.614
2014-04	99.308
2014-03	89.992
2014-02	86.352
2014-01	87.838
2013-12	103.189
2013-11	105.198
2013-10	100.158
2013-09	90.429
2013-08	86.476
2013-07	87.537
2013-06	100.109
2013-05	101.191
2013-04	99
2013-03	89.92
2013-02	86.457
2013-01	88.03
2012-12	103.207
2012-11	104.886
2012-10	99.811
2012-09	90.362
2012-08	86.829
2012-07	87.813
2012-06	99.987
2012-05	100.917
2012-04	98.799
2012-03	89.912
2012-02	86.579
2012-01	88.118
2011-12	102.943
2011-11	104.391
2011-10	99.429
2011-09	90.182
2011-08	86.828
2011-07	87.646
2011-06	99.601
2011-05	100.388
2011-04	98.358
2011-03	89.769
2011-02	86.613
2011-01	88.027
2010-12	102.616
2010-11	103.878
2010-10	99.114
2010-09	90.234
2010-08	87.019
2010-07	87.683
2010-06	99.245
2010-05	99.884
2010-04	97.958
2010-03	89.457
2010-02	86.342
2010-01	87.656
2009-12	102.016
2009-11	103.287
2009-10	98.864
2009-09	90.242
2009-08	87.09
2009-07	87.829
2009-06	99.6
2009-05	100.4
2009-04	98.862
2009-03	90.366
2009-02	87.408
2009-01	88.671
2008-12	102.866
2008-11	104.181
2008-10	100.781
2008-09	92.282
2008-08	89.07
2008-07	89.688
2008-06	101.151
2008-05	101.918
2008-04	100.602
2008-03	92.039
2008-02	89.011
2008-01	90.172
2007-12	102.319
2007-11	103.344
2007-10	100.108
2007-09	91.843
2007-08	88.753
2007-07	89.339
2007-06	100.476
2007-05	101.109
2007-04	99.809
2007-03	91.28
2007-02	88.3
2007-01	89.364
2006-12	101.151
2006-11	102.139
2006-10	99.241
2006-09	90.968
2006-08	87.91
2006-07	88.418
2006-06	99.343
2006-05	99.98
2006-04	98.784
2006-03	90.345
2006-02	87.432
2006-01	88.229
2005-12	99.871
2005-11	100.794
2005-10	97.965
2005-09	89.926
2005-08	86.977
2005-07	87.456
2005-06	97.974
2005-05	98.568
2005-04	97.481
2005-03	89.196
2005-02	86.439
2005-01	87.227
2004-12	98.462
2004-11	99.168
2004-10	96.415
2004-09	88.842
2004-08	86.226
2004-07	86.549
2004-06	96.865
2004-05	97.355
2004-04	95.973
2004-03	87.782
2004-02	85.369
2004-01	85.789
2003-12	96.427
2003-11	96.925
2003-10	93.803
2003-09	87.041
2003-08	84.666
2003-07	85.249
2003-06	94.928
2003-05	95.431
2003-04	94.346
2003-03	86.807
2003-02	84.384
2003-01	85.042
2002-12	94.117
2002-11	94.748
2002-10	91.177
2002-09	83.801
2002-08	81.52
2002-07	82.087
2002-06	89.997
2002-05	90.427
2002-04	89.456
2002-03	83.519
2002-02	81.782
2002-01	82.717
